,region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level,hospital_beds,doctors,lag_opzh
470,Курганская область,2011,68.36,136325.1,102.1,10.0,5570.0,115.0,47.0,100.1,30.2,71.305
1247,Свердловская область,2011,69.29,1291019.1,102.8,7.2,6513.0,9354.0,1091.0,100.1,45.4,69.106
1394,Тюменская область,2011,70.45,4112596.0,103.3,5.8,6325.0,41.0,3293.0,82.0,53.8,69.85
1478,Челябинская область,2011,68.79,774401.0,104.1,6.6,5552.0,3888.0,694.0,97.8,43.9,68.3025
827,Республика Алтай,2011,65.4,26380.8,101.4,12.8,5870.0,11.0,9.0,88.7,41.7,69.79857142857142
1100,Республика Тыва,2011,61.39,33398.9,100.0,17.3,5994.0,20.0,19.0,142.6,37.9,0.0
1121,Республика Хакасия,2011,67.75,113088.1,103.4,7.2,5895.0,144.0,90.0,85.5,50.4,68.758
8,Алтайский край,2011,68.97,332117.8,106.3,8.5,5943.0,712.0,204.0,108.1,57.2,70.042
449,Красноярский край,2011,68.27,1170827.3,102.6,6.0,7028.0,9067.0,2517.0,95.9,50.9,69.4542857142857
260,Иркутская область,2011,65.93,634561.4,101.3,9.1,6086.0,3003.0,621.0,111.9,48.4,69.792
365,Кемеровская область,2011,66.18,751198.4,105.1,8.1,5151.0,6321.0,1390.0,94.3,58.5,70.26333333333334
659,Новосибирская область,2011,69.68,598563.5,103.7,6.8,6482.0,907.0,234.0,103.5,58.8,70.804
680,Омская область,2011,69.5,451418.8,106.2,7.9,5258.0,1759.0,236.0,97.6,70.1,70.572
1352,Томская область,2011,69.53,333885.7,103.5,9.1,6541.0,352.0,379.0,114.5,58.1,69.45750000000001
869,Республика Бурятия,2011,66.09,153624.1,101.3,9.0,6229.0,646.0,90.0,93.6,46.0,68.95
1037,Республика Саха (Якутия),2011,67.67,486830.9,110.7,9.0,10028.0,417.0,157.0,114.1,53.8,68.91166666666666
764,Приморский край,2011,67.17,549722.8,104.2,8.0,7336.0,2551.0,225.0,107.2,63.5,69.49000000000001
1457,Хабаровский край,2011,66.0,399594.2,106.4,6.6,9039.0,580.0,113.0,102.6,65.6,69.2425
29,Амурская область,2011,64.82,225401.7,104.6,6.0,7950.0,322.0,134.0,126.9,55.7,69.024
554,Магаданская область,2011,65.99,72174.2,104.0,4.5,10249.0,45.0,25.0,138.8,50.9,68.35
1226,Сахалинская область,2011,65.68,600247.9,100.4,7.9,9864.0,398.0,92.0,144.1,36.6,69.14166666666667
218,Еврейская автономная область,2011,63.35,39467.0,105.5,8.5,7394.0,150.0,25.0,146.1,76.5,73.06
1520,Чукотский автономный округ,2011,61.58,44757.6,110.8,5.6,11428.0,29.0,22.0,147.7,48.1,68.93
93,Белгородская область,2012,71.91,545517.2,109.1,3.7,5256.0,850.0,134.0,80.9,40.7,72.75
114,Брянская область,2012,69.06,207397.5,113.0,5.1,5423.0,523.0,39.0,93.8,36.7,69.39
135,Владимирская область,2012,68.6,286018.6,107.1,4.4,6419.0,13.0,32.0,84.4,33.7,69.5325
198,Воронежская область,2012,70.84,563965.4,117.1,5.5,5756.0,49.0,79.0,93.2,54.3,69.695
240,Ивановская область,2012,69.3,136115.0,111.9,6.3,6206.0,21.0,29.0,104.0,52.7,70.08500000000001
324,Калужская область,2012,69.39,285256.6,111.6,4.3,5757.0,135.0,13.0,99.3,40.4,70.66
408,Костромская область,2012,69.5,130840.4,108.0,4.8,6547.0,29.0,52.0,98.3,35.7,70.388
492,Курская область,2012,69.66,248213.1,108.9,5.1,5456.0,41.0,41.0,90.0,56.8,69.45400000000001
534,Липецкая область,2012,70.03,293301.3,109.1,3.6,5724.0,1418.0,339.0,86.1,41.7,68.77250000000001
576,Московская область,2012,70.4,2357081.9,108.3,2.9,7223.0,944.0,189.0,80.7,38.9,68.41428571428571
723,Орловская область,2012,69.51,146103.2,110.9,5.3,5236.0,5.0,11.0,101.6,41.0,68.42500000000001
1164,Рязанская область,2012,69.86,253881.6,108.7,4.6,6340.0,464.0,124.0,96.8,52.3,68.91999999999999
1269,Смоленская область,2012,68.49,201817.0,105.8,5.7,7199.0,89.0,46.0,108.7,54.9,69.935
1311,Тамбовская область,2012,70.67,203331.5,112.5,4.9,4870.0,12.0,52.0,92.4,34.2,69.31333333333333
1332,Тверская область,2012,67.86,268063.9,108.4,5.0,6301.0,24.0,63.0,105.6,53.7,0.0
1374,Тульская область,2012,68.86,311240.3,110.6,4.6,6137.0,622.0,198.0,90.0,33.7,71.21600000000001
1542,Ярославская область,2012,69.87,327279.6,107.0,3.4,6080.0,46.0,77.0,107.5,58.3,69.58
1563,г. Москва,2012,75.74,10666870.5,106.4,0.8,9747.0,47.0,72.0,89.3,68.9,70.28333333333333
954,Республика Карелия,2012,68.0,160841.5,106.9,7.0,7774.0,93.0,107.0,107.4,51.7,69.25125
975,Республика Коми,2012,68.33,479051.3,112.5,6.4,8293.0,413.0,688.0,109.5,48.4,69.148
51,Архангельская область,2012,69.65,472470.9,110.9,5.4,8159.0,648.0,271.0,107.6,54.8,70.3
177,Вологодская область,2012,69.21,355291.3,106.9,5.8,6847.0,1562.0,473.0,89.5,35.3,70.63166666666666
303,Калининградская область,2012,70.12,265361.2,103.2,7.4,6273.0,10.0,25.0,90.6,41.5,68.28
513,Ленинградская область,2012,69.77,672066.9,107.4,3.2,6155.0,931.0,229.0,69.6,34.4,70.30799999999999
597,Мурманская область,2012,69.81,283846.2,107.4,7.7,9315.0,1605.0,259.0,117.9,56.6,69.25
639,Новгородская область,2012,67.55,170605.7,109.1,4.1,6183.0,111.0,45.0,98.6,41.7,70.24
786,Псковская область,2012,66.53,107547.5,110.2,6.6,6406.0,16.0,28.0,98.9,35.6,68.27
1584,г. Санкт-Петербург,2012,73.43,2280426.0,106.3,1.1,6613.0,114.0,69.0,92.0,80.6,68.13125000000001
807,Республика Адыгея,2012,71.68,65300.4,111.2,8.1,5525.0,5.0,6.0,86.9,38.8,70.31
933,Республика Калмыкия,2012,71.22,35897.8,112.8,13.1,5722.0,0.2,4.0,92.3,51.9,68.65375
429,Краснодарский край,2012,71.74,1459490.8,110.5,5.6,6332.0,1411.0,216.0,82.9,40.9,69.995
72,Астраханская область,2012,70.36,209654.4,109.5,7.9,5822.0,13.0,134.0,103.0,65.7,72.09
156,Волгоградская область,2012,70.99,571516.1,109.7,6.0,6474.0,211.0,171.0,104.1,47.2,70.04999999999998
1143,Ростовская область,2012,71.02,843560.3,107.4,6.0,6233.0,1101.0,200.0,89.8,40.3,68.498
891,Республика Дагестан,2012,74.9,374710.3,115.0,11.7,5279.0,2.0,18.0,70.4,39.2,68.964
912,Республика Ингушетия,2012,77.8,37413.9,122.4,47.7,5081.0,0.0,0.2,47.0,36.5,68.098
282,Кабардино-Балкарская Республика,2012,73.27,106711.2,117.8,8.9,5138.0,1.0,3.0,97.5,44.2,67.79
345,Карачаево-Черкесская Республика,2012,73.38,58712.1,119.8,8.9,5435.0,303.0,22.0,80.6,37.9,69.355
1059,Республика Северная Осетия - Алания,2012,73.41,97448.8,113.1,7.9,5468.0,210.0,4.0,106.7,71.0,69.65
1290,Ставропольский край,2012,72.15,431753.4,114.0,5.4,6259.0,61.0,69.0,77.2,44.8,71.655
849,Республика Башкортостан,2012,69.32,1149384.6,105.2,6.1,5755.0,483.0,403.0,85.1,41.6,68.57000000000001
996,Республика Марий Эл,2012,69.04,117201.1,109.2,6.5,5427.0,10.0,34.0,99.8,34.7,69.555
1017,Республика Мордовия,2012,70.72,134315.6,109.0,4.9,5610.0,585.0,50.0,104.1,52.6,69.075
1080,Республика Татарстан,2012,71.8,1437001.0,111.1,4.1,5622.0,310.0,288.0,74.8,41.9,69.65
1416,Удмуртская Республика,2012,69.73,372782.7,108.9,6.0,5753.0,11.0,172.0,99.6,54.9,69.828
1500,Чувашская Республика,2012,70.31,217821.1,110.8,5.9,5510.0,10.0,33.0,87.6,48.7,70.03
387,Кировская область,2012,69.79,208505.4,110.2,7.1,6169.0,121.0,101.0,109.5,46.6,68.08
618,Нижегородская область,2012,68.98,842195.5,107.4,5.4,6579.0,105.0,146.0,104.1,46.4,68.6525
702,Оренбургская область,2012,68.64,628563.6,108.2,5.4,5783.0,619.0,757.0,103.4,51.7,70.574
744,Пензенская область,2012,70.87,239962.5,112.0,4.9,5589.0,26.0,22.0,93.5,39.3,67.87166666666666
1185,Самарская область,2012,69.65,937434.5,107.5,3.4,6903.0,449.0,276.0,87.0,47.3,70.29666666666665
1206,Саратовская область,2012,70.27,478275.8,111.3,5.4,5722.0,422.0,128.0,98.9,52.8,68.26625
1437,Ульяновская область,2012,70.62,240556.1,108.4,5.6,5786.0,71.0,34.0,91.0,37.1,69.448
471,Курганская область,2012,68.35,146045.5,109.5,8.7,6041.0,90.0,41.0,100.7,30.3,71.93
1248,Свердловская область,2012,69.5,1484879.0,107.6,5.8,7005.0,9603.0,1129.0,99.7,42.7,69.572
1395,Тюменская область,2012,70.8,4625467.5,107.7,5.2,6623.0,53.0,3520.0,79.7,51.0,70.46375
1479,Челябинская область,2012,68.97,841972.2999999999,106.7,6.4,6149.0,3873.0,678.0,93.1,41.8,69.005
828,Республика Алтай,2012,66.8,30444.6,110.8,11.6,6505.0,15.0,9.0,84.4,42.9,70.3
1101,Республика Тыва,2012,61.09,37369.1,109.9,18.4,6462.0,22.0,20.0,136.1,47.0,0.0
1122,Республика Хакасия,2012,67.64,130638.5,107.6,7.9,6405.0,188.0,94.0,84.3,38.6,69.286
9,Алтайский край,2012,69.11,368995.2,110.5,6.2,6257.0,822.0,216.0,105.0,46.0,70.364
450,Красноярский край,2012,68.42,1183228.0,106.1,5.5,7715.0,6770.0,2583.0,93.8,49.6,69.97
261,Иркутская область,2012,66.32,737971.6,108.4,7.8,6557.0,3251.0,720.0,109.5,51.3,70.67
366,Кемеровская область,2012,66.76,718320.4,108.1,7.1,5698.0,5334.0,1360.0,98.2,48.8,70.72
660,Новосибирская область,2012,69.72,728154.0,109.4,5.6,6989.0,1062.0,225.0,102.6,55.9,71.274
681,Омская область,2012,69.25,491507.6,109.7,6.9,5773.0,1913.0,240.0,95.4,54.9,71.108
1353,Томская область,2012,70.07,371472.9,105.3,8.4,7077.0,325.0,323.0,112.6,61.9,69.6175
870,Республика Бурятия,2012,66.79,164737.8,110.0,7.9,6766.0,698.0,100.0,94.8,42.8,69.19666666666666
1038,Республика Саха (Якутия),2012,67.93,541306.8,111.9,8.0,10682.0,433.0,161.0,112.9,55.9,69.6
765,Приморский край,2012,67.79,557489.3,106.4,6.9,7839.0,2129.0,209.0,107.4,55.1,69.84800000000001
1458,Хабаровский край,2012,67.13,437994.3,113.1,6.4,9482.0,640.0,115.0,102.1,59.8,69.52499999999999
30,Амурская область,2012,65.12,229407.1,104.7,5.3,8369.0,321.0,127.0,112.0,60.4,69.408
555,Магаданская область,2012,66.15,78417.9,110.4,3.4,11001.0,45.0,29.0,134.4,56.6,68.7
1227,Сахалинская область,2012,66.63,641886.4,108.9,7.7,10034.0,275.0,87.0,135.5,51.2,69.65166666666666
219,Еврейская автономная область,2012,64.14,42743.6,102.8,8.5,8252.0,154.0,25.0,126.7,36.3,73.43
1521,Чукотский автономный округ,2012,60.79,45633.9,108.1,4.3,12157.0,29.0,21.0,141.8,73.1,69.81
94,Белгородская область,2013,72.16,569006.4,103.6,4.0,6106.0,848.0,118.0,80.3,40.7,73.38666666666666
115,Брянская область,2013,69.75,219502.8,106.6,5.2,6543.0,587.0,37.0,89.7,36.7,69.98333333333332
136,Владимирская область,2013,69.13,306641.4,106.3,3.8,6989.0,14.0,32.0,85.3,33.9,70.225
199,Воронежская область,2013,70.89,611720.4,104.2,4.7,6043.0,53.0,76.0,91.9,54.2,70.03
241,Ивановская область,2013,69.84,158228.7,104.0,5.2,7036.0,25.0,30.0,100.4,47.3,70.57
325,Калужская область,2013,70.02,292841.0,100.9,4.5,6682.0,148.0,15.0,96.8,40.7,71.29249999999999
409,Костромская область,2013,69.86,139015.9,105.5,4.9,6916.0,25.0,50.0,95.2,35.5,71.072
493,Курская область,2013,70.14,271542.5,107.6,4.6,5925.0,41.0,38.0,87.8,51.2,69.748
535,Липецкая область,2013,70.66,315685.4,102.3,3.7,6215.0,1353.0,347.0,79.4,43.0,69.56875000000001
577,Московская область,2013,70.78,2545951.5,103.4,2.8,8072.0,1024.0,199.0,79.0,39.0,68.84
724,Орловская область,2013,70.22,164797.0,106.6,5.8,6443.0,5.0,24.0,100.9,41.7,68.97
1165,Рязанская область,2013,70.74,279286.5,106.0,4.7,6677.0,493.0,103.0,88.9,51.6,69.545
1270,Смоленская область,2013,68.9,225887.1,107.0,5.2,7663.0,102.0,59.0,107.9,54.8,70.1725
1312,Тамбовская область,2013,70.93,236335.9,105.0,4.6,5230.0,12.0,54.0,87.3,34.5,69.63666666666667
1333,Тверская область,2013,68.13,298669.2,103.5,5.3,7121.0,19.0,60.0,100.5,47.5,0.0
1375,Тульская область,2013,69.41,348034.8,106.9,4.2,6740.0,568.0,181.0,87.0,33.6,71.876
1543,Ярославская область,2013,70.45,362861.8,104.7,4.5,6500.0,51.0,82.0,105.8,58.0,70.05
1564,г. Москва,2013,76.37,11814897.4,106.5,1.7,10965.0,52.0,66.0,85.5,68.6,70.62666666666667
955,Республика Карелия,2013,69.19,178636.2,103.9,8.2,8531.0,71.0,119.0,100.4,51.9,69.80375
976,Республика Коми,2013,69.27,482329.9,103.8,7.1,9496.0,383.0,774.0,104.9,48.7,69.92800000000001
52,Архангельская область,2013,70.16,500095.1,107.0,6.1,10243.0,570.0,245.0,106.0,54.5,70.815
178,Вологодская область,2013,69.35,346227.6,104.4,6.1,7474.0,1247.0,499.0,86.8,34.7,70.96166666666666
304,Калининградская область,2013,70.51,275885.8,109.0,5.6,7026.0,9.0,21.0,89.9,44.0,68.94
514,Ленинградская область,2013,70.36,678718.3,105.1,4.3,6524.0,740.0,245.0,69.2,34.3,70.788
598,Мурманская область,2013,70.46,306578.7,104.6,7.2,10113.0,1634.0,270.0,118.3,57.0,69.958
640,Новгородская область,2013,67.67,178818.1,103.2,4.6,7166.0,112.0,45.0,91.1,42.5,70.76333333333332
787,Псковская область,2013,67.82,114676.2,100.6,7.0,7337.0,39.0,27.0,90.5,35.5,68.95
1585,г. Санкт-Петербург,2013,74.22,2491423.3,104.8,1.5,7072.0,105.0,72.0,91.5,81.2,68.81125
808,Республика Адыгея,2013,71.8,70862.3,107.8,7.9,6282.0,8.0,9.0,75.0,38.7,70.79
934,Республика Калмыкия,2013,71.35,41165.9,107.1,12.5,6823.0,0.3,7.0,93.3,53.5,69.38875
430,Краснодарский край,2013,72.29,1662969.1,105.1,6.1,7155.0,1330.0,205.0,81.6,41.2,70.695
73,Астраханская область,2013,71.34,273917.1,109.6,7.5,6271.0,11.0,130.0,98.7,65.8,72.535
157,Волгоградская область,2013,71.42,607472.2,106.6,6.6,6676.0,228.0,173.0,96.2,48.2,70.61999999999999
1144,Ростовская область,2013,71.39,917689.1,106.5,6.0,6988.0,1101.0,193.0,89.2,38.6,69.016
892,Республика Дагестан,2013,75.63,452882.2,116.4,11.6,6791.0,3.0,16.0,70.5,39.4,69.44
913,Республика Ингушетия,2013,78.84,45766.7,106.2,43.7,6803.0,0.0,0.6,46.1,37.7,68.688
283,Кабардино-Балкарская Республика,2013,73.71,110971.5,105.5,10.5,6573.0,2.0,2.0,94.4,44.6,68.19
346,Карачаево-Черкесская Республика,2013,73.94,66106.6,107.4,9.8,6625.0,307.0,21.0,78.6,37.8,70.06
1060,Республика Северная Осетия - Алания,2013,73.94,118637.5,110.3,8.1,6496.0,126.0,5.0,93.3,71.7,70.16
1291,Ставропольский край,2013,72.45,480905.3,105.2,5.6,6543.0,66.0,75.0,77.6,42.3,71.825
850,Республика Башкортостан,2013,69.63,1163219.0,103.4,5.8,6446.0,928.0,449.0,81.4,41.9,69.244
997,Республика Марий Эл,2013,69.3,125950.2,107.7,5.2,6198.0,7.0,27.0,98.6,35.0,69.7
1018,Республика Мордовия,2013,70.56,148705.7,112.3,4.4,6260.0,707.0,36.0,101.4,53.5,69.49000000000001
1081,Республика Татарстан,2013,72.12,1551472.1,104.9,4.0,6278.0,521.0,298.0,71.6,41.4,69.4
1417,Удмуртская Республика,2013,69.92,405126.4,107.6,5.7,6375.0,41.0,172.0,98.9,53.9,70.09200000000001
1501,Чувашская Республика,2013,70.79,223147.9,105.6,5.7,6049.0,9.0,29.0,88.3,49.1,70.5125
388,Кировская область,2013,70.26,224152.3,105.9,5.6,6905.0,148.0,103.0,102.4,46.5,68.96333333333332
619,Нижегородская область,2013,69.42,925182.0,105.2,4.3,6488.0,110.0,126.0,102.7,49.4,69.3975
703,Оренбургская область,2013,68.9,717014.7999999999,105.3,4.9,6131.0,532.0,513.0,92.5,48.6,71.41
745,Пензенская область,2013,71.54,270436.8,101.5,4.8,6057.0,31.0,28.0,86.3,39.3,68.52166666666666
1186,Самарская область,2013,69.4,1048545.8,106.3,3.2,7482.0,434.0,261.0,87.8,47.7,70.70333333333333
1207,Саратовская область,2013,70.67,526178.9,103.3,5.2,6126.0,483.0,99.0,97.6,53.5,69.04124999999999
1438,Ульяновская область,2013,70.5,265288.7,105.1,5.5,6472.0,79.0,38.0,92.2,38.8,69.654
472,Курганская область,2013,68.27,167037.9,105.9,7.5,6509.0,62.0,55.0,98.7,30.2,72.1675
1249,Свердловская область,2013,69.81,1568655.2,102.1,5.9,7238.0,8975.0,1097.0,98.0,44.5,70.012
1396,Тюменская область,2013,71.35,4950207.4,101.8,4.7,7716.0,65.0,2751.0,78.7,51.7,70.91250000000001
1480,Челябинская область,2013,69.52,882339.6,107.9,6.0,6936.0,3794.0,667.0,87.9,41.8,69.6325
829,Республика Алтай,2013,67.34,33313.5,106.4,11.5,6924.0,2.0,9.0,79.5,45.9,70.93142857142857
1102,Республика Тыва,2013,61.79,41298.7,105.2,19.3,8137.0,15.0,19.0,135.7,47.8,0.0
1123,Республика Хакасия,2013,68.57,141850.5,104.9,6.0,7101.0,184.0,90.0,82.1,39.8,69.73
10,Алтайский край,2013,69.77,416110.3,104.9,8.3,6561.0,558.0,201.0,103.6,45.7,71.062
451,Красноярский край,2013,69.06,1256934.1,104.0,5.7,8249.0,6443.0,2497.0,92.7,50.6,70.17571428571428
262,Иркутская область,2013,66.72,805197.5,105.3,8.3,7768.0,3544.0,686.0,111.8,48.1,71.196
